Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.4.3A Chemical Composition of 1.25Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 3 Div 1,---,---,---,---,0.17,0.40-0.65,0.50-0.80,0.030,0.030,1.00-1.50,---,0.45-0.65,---
4.4.3A Chemical Composition of 1.25Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,Grade 11 Class 1,---,K11789,---,---,0.05-0.17,0.40-0.65,0.50-0.80,0.035,0.035,1.00-1.50,---,0.45-0.65,---
4.4.3A Chemical Composition of 1.25Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,EN 10028-2:2003,13CrMoSi5-5,1.7336,---,---,---,0.17,0.40-0.65,0.50-0.80,0.015,0.005,1.00-1.50,0.30,0.45-0.65,Cu 0.30; N 0.012
4.4.3A Chemical Composition of 1.25Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,Grade 11 Class 2,---,K11789,---,---,0.05-0.17,0.40-0.65,0.50-0.80,0.035,0.035,1.00-1.50,---,0.45-0.65,---
4.4.3A Chemical Composition of 1.25Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 3 Div 2,---,---,---,---,0.17,0.40-0.65,0.50-0.80,0.030,0.030,1.00-1.50,---,0.45-0.65,---
