Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
8.2.5A Chemical Composition of Duplex Stainless Steels (Bar),ASTM A 276-03,---,---,S31803,0.030,2.00,1.00,0.030,0.020,21.0-23.0,4.5-6.5,2.5-3.5,N 0.08-0.20
8.2.5A Chemical Composition of Duplex Stainless Steels (Bar),ASTM A 276-03,---,---,S32205,0.030,2.00,1.00,0.030,0.020,22.0-23.0,4.5-6.5,3.0-3.5,N 0.14-0.20
8.2.5A Chemical Composition of Duplex Stainless Steels (Bar),JIS G 4303:1998,SUS 329J3L,---,---,0.030,2.00,1.00,0.040,0.030,21.00-24.00,4.50-6.50,2.50-3.50,N 0.08-0.20
8.2.5A Chemical Composition of Duplex Stainless Steels (Bar),EN 10088-3:1995,X2CrNiMoN22-5-3,1.4462,---,0.030,2.00,1.00,0.035,0.015,21.00-23.00,4.50-6.50,2.50-3.50,N 0.10-0.22
