Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
6.2.1A Chemical Composition of 1.25Cr-0.5Mo Alloy Steel Forgings for General Use,JIS G 3221:1988,SFCM 690 S,---,---,0.48,0.30-0.85,0.15-0.35,0.030,0.030,0.90-1.50,---,0.15-0.30,---
6.2.1A Chemical Composition of 1.25Cr-0.5Mo Alloy Steel Forgings for General Use,EN 10250-3:1999,25CrMo4,1.7218,---,0.22-0.29,0.60-0.90,0.40,0.035,0.035,0.90-1.20,---,0.15-30,---
6.2.1A Chemical Composition of 1.25Cr-0.5Mo Alloy Steel Forgings for General Use,JIS G 3221:1988,SFCM 740 S,---,---,0.48,0.30-0.85,0.15-0.35,0.030,0.030,0.90-1.50,---,0.15-0.30,---
6.2.1A Chemical Composition of 1.25Cr-0.5Mo Alloy Steel Forgings for General Use,EN 10250-3:1999,42CrMo4,1.7225,---,0.38-0.45,0.60-0.90,0.40,0.035,0.035,0.90-1.20,---,0.15-30,---
6.2.1A Chemical Composition of 1.25Cr-0.5Mo Alloy Steel Forgings for General Use,JIS G 3221:1988,SFCM 780 S,---,---,0.48,0.30-0.85,0.15-0.35,0.030,0.030,0.90-1.50,---,0.15-0.30,---
6.2.1A Chemical Composition of 1.25Cr-0.5Mo Alloy Steel Forgings for General Use,EN 10250-3:1999,34CrMo4,1.7220,---,0.30-0.37,0.60-0.90,0.40,0.035,0.035,0.90-1.20,---,0.15-30,---
6.2.1A Chemical Composition of 1.25Cr-0.5Mo Alloy Steel Forgings for General Use,EN 10250-3:1999,50CrMo4,1.7228,---,0.46-0.54,0.50-0.80,0.40,0.035,0.035,0.90-1.20,---,0.15-30,---
