Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,310MoLN,---,S31050,0.20,2.00,0.50,0.030,0.010,24.0-26.0,20.5-23.5,1.60-2.60,N 0.09-0.15
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X1CrNiMoN25-22-2,1.4466,---,0.20,2.00,0.70,0.025,0.010,24.00-26.00,21.0-23.0,2.00-2.50,N 0.10-0.16
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,---,---,S31254,0.20,1.00,0.80,0.030,0.010,19.5-20.5,17.5-18.5,6.0-6.5,N 0.18-0.22; Cu 0.50-1.00
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X1CrNiMoCuN20-18-7,1.4547,---,0.20,1.00,0.70,0.030,0.010,19.50-20.50,17.50-18.50,6.00-7.00,N 0.18-0.25; Cu 0.50-1.00
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,316,---,S31600,0.08,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,N 0.10
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 666-03,316,---,S31600,0.08,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4304:1999,SUS316,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4305:1999,SUS316,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4312:1991,SUS316,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X5CrNiMo17-12-2,1.4401,---,0.07,2.00,1.00,0.045,0.015,16.50-18.50,10.00-13.00,2.00-2.50,N 0.11
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X3CrNiMo17-13-3,1.4436,---,0.05,2.00,1.00,0.045,0.015,16.50-18.50,10.50-13.00,2.50-3.00,N 0.11
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,316L,---,S31603,0.030,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,N 0.10
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 666-03,316L,---,S31603,0.030,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4304:1999,SUS316L,---,---,0.030,2.00,1.00,0.045,0.030,16.00-18.00,12.00-15.00,2.00-3.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4305:1999,SUS316L,---,---,0.030,2.00,1.00,0.045,0.030,16.00-18.00,12.00-15.00,2.00-3.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X2CrNiMo17-12-2,1.4404,---,0.030,2.00,1.00,0.045,0.015,16.50-18.50,10.00-13.00,2.00-2.50,N 0.11
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X2CrNiMo17-12-3,1.4432,---,0.030,2.00,1.00,0.045,0.015,16.50-18.50,10.50-13.00,2.50-3.00,N 0.11
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X2CrNiMo18-14-3,1.4435,---,0.030,2.00,1.00,0.045,0.015,17.00-19.00,12.50-15.00,2.50-3.00,N 0.11
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,316N,---,S31651,0.08,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,N 0.10-0.16
