Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
"6.2.2.9A Chemical Composition of 11Cr-1/2Ni-1Mo Alloy Steel Forgings for Piping, Pressure Vessel and Components",EN 10222-2:1999,X20CrMoV11-1,1.4922,---,0.17-0.23,0.30-1.00,0.40,0.025,0.015,10.00-12.50,0.30-0.80,0.80-1.20,V 0.20-0.35
"6.2.2.9A Chemical Composition of 11Cr-1/2Ni-1Mo Alloy Steel Forgings for Piping, Pressure Vessel and Components",ISO 9327-2:1999,X20CrMoV12-1,---,---,0.17-0.23,0.30-1.00,0.40,0.035,0.030,10.00-12.50,0.30-1.00,0.80-1.20,V 0.20-0.35; Al 0.025
