Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.4.1A Chemical Composition of 1/2Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,Grade 2 Class 1,---,K12143,---,---,0.05-0.21,0.55-0.80,0.15-0.40,0.035,0.035,0.50-0.80,---,0.45-0.60,---
4.4.1A Chemical Composition of 1/2Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 1 Div 1,---,---,---,---,0.21,0.55-0.80,0.40,0.030,0.030,0.50-0.80,---,0.45-0.60,---
4.4.1A Chemical Composition of 1/2Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 1 Div 2,---,---,---,---,0.21,0.55-0.80,0.40,0.030,0.030,0.50-0.80,---,0.45-0.60,---
4.4.1A Chemical Composition of 1/2Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,Grade 2 Class 2,---,K12143,---,---,0.05-0.21,0.55-0.80,0.15-0.40,0.035,0.035,0.50-0.80,---,0.45-0.60,---
