Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1015,---,G10150,0.13-0.18,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1016,---,G10160,0.13-0.18,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1015,---,G10150,0.13-0.18,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1016,---,G10160,0.13-0.18,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1015,---,G10150,0.13-0.18,0.30-0.60,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1016,---,G10160,0.13-0.18,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 15 C,---,---,0.13-0.18,0.30-0.60,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 15 CK,---,---,0.13-0.18,0.30-0.60,0.15-0.35,0.025,0.025,0.20,0.20,---,Cu 0.25; Ni+Cr 0.30
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-2:1995,C15D,1.0413,---,0.12-0.17,0.30-0.60,0.30,0.035,0.035,0.20,0.25,0.05,Cu 0.30; Al 0.01
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C15D2,1.1126,---,0.13-0.17,0.30-0.50,0.30,0.020,0.025,0.10,0.10,0.05,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,EN 10084:1998,C15E,1.1141,---,0.12-0.18,0.30-0.60,0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,EN 10084:1998,C15R,1.1140,---,0.12-0.18,0.30-0.60,0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,EN 10084:1998,C16E,1.1148,---,0.12-0.18,0.60-0.90,0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,EN 10084:1998,C16R,1.1208,---,0.12-0.18,0.60-0.90,0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-11:1987,C 15 E4,---,---,0.12-0.18,0.30-0.60,0.15-0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-11:1987,C 15 M2,---,---,0.12-0.18,0.30-0.60,0.15-0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-11:1987,C 16 E4,---,---,0.12-0.18,0.60-0.90,0.15-0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-11:1987,C 16 M2,---,---,0.12-0.18,0.60-0.90,0.15-0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1017,---,G10170,0.15-0.20,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1018,---,G10180,0.15-0.20,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1019,---,G10190,0.15-0.20,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1018,---,G10180,0.15-0.20,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1017,---,G10170,0.15-0.20,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1018,---,G10180,0.15-0.20,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1019,---,G10190,0.15-0.20,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1017,---,G10170,0.15-0.20,0.30-0.60,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1018,---,G10180,0.15-0.20,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 17 C,---,---,0.15-0.20,0.30-0.60,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-2:1995,C18D,1.0416,---,0.15-0.20,0.30-0.60,0.30,0.035,0.035,0.20,0.25,0.05,Cu 0.30; Al 0.01
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C18D2,1.1129,---,0.16-0.20,0.30-0.50,0.30,0.020,0.025,0.10,0.10,0.05,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1020,---,G10200,0.18-0.23,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1021,---,G10210,0.18-0.23,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1022,---,G10220,0.18-0.23,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1020,---,G10200,0.18-0.23,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1022,---,G10220,0.18-0.23,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1020,---,G10200,0.18-0.23,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1021,---,G10210,0.18-0.23,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1022,---,G10220,0.18-0.23,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1020,---,G10200,0.18-0.23,0.30-0.60,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1021,---,G10210,0.18-0.23,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1022,---,G10220,0.18-0.23,0.70-1.00,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 20 C,---,---,0.18-0.23,0.30-0.60,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 20 CK,---,---,0.18-0.23,0.30-0.60,0.15-0.35,0.025,0.025,0.20,0.20,---,Cu 0.25; Ni+Cr 0.30
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-2:1995,C20D,1.0414,---,0.18-0.23,0.30-0.60,0.30,0.035,0.035,0.20,0.25,0.05,Cu 0.30; Al 0.01
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C20D2,1.1137,---,0.18-0.23,0.30-0.50,0.30,0.020,0.025,0.10,0.10,0.05,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C22E,1.1151,---,0.17-0.24,0.40-0.70,0.40,0.035,0.035,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C22R,1.1149,---,0.17-0.24,0.40-0.70,0.40,0.035,0.020-0.040,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-2:1991,C22,1.0402,---,0.17-0.24,0.40-0.70,0.40,0.045,0.045,0.40,0.40,0.10,Cr+Ni+Mo 0.63
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1023,---,---,0.20-0.25,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1023,---,G10230,0.20-0.25,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1023,---,G10230,0.20-0.25,0.30-0.60,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 22 C,---,---,0.20-0.25,0.30-0.60,0.15-0.35,0.030,0.035,.20,.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1025,---,G10250,0.22-0.28,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1026,---,G10260,0.22-0.28,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1025,---,G10250,0.22-0.28,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1025,---,G10250,0.22-0.28,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1026,---,G10260,0.22-0.28,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1025,---,G10250,0.22-0.28,0.30-0.60,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1026,---,G10260,0.22-0.28,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 25 C,---,---,0.22-0.28,0.30-0.60,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-2:1995,C26D,1.0415,---,0.24-0.29,0.50-0.80,0.10-0.30,0.035,0.035,0.20,0.25,0.05,Cu 0.30; Al 0.01
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C26D2,1.1139,---,0.24-0.29,0.50-0.70,0.10-0.30,0.020,0.025,0.10,0.10,0.03,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C25E,1.1178,---,0.22-0.29,0.40-0.70,0.40,0.035,0.035,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C25R,1.1179,---,0.22-0.29,0.40-0.70,0.40,0.035,0.020-0.040,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-2:1991,C25,1.0402,---,0.22-0.29,0.40-0.70,0.40,0.045,0.045,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 25,---,---,0.22-0.29,0.40-0.70,0.10-0.40,0.045,0.045,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 25 E 4,---,---,0.22-0.29,0.40-0.70,0.10-0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 25 M 2,---,---,0.22-0.29,0.40-0.70,0.10-0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1029,---,G10290,0.25-0.31,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1029,---,G10290,0.25-0.31,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1029,---,G10290,0.25-0.31,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 28 C,---,---,0.25-0.31,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1030,---,G10300,0.28-0.34,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1030,---,G10300,0.28-0.34,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1030,---,G10300,0.28-0.34,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1030,---,G10300,0.28-0.34,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 30 C,---,---,0.27-0.33,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C32D2,1.1143,---,0.30-0.34,0.50-0.70,0.10-0.30,0.020,0.025,0.10,0.10,0.03,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C30E,1.1178,---,0.27-0.34,0.50-0.80,0.40,0.035,0.035,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C30R,1.1179,---,0.27-0.34,0.50-0.80,0.40,0.035,0.020-0.040,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-2:1991,C30,1.0528,---,0.27-0.34,0.50-0.80,0.40,0.045,0.045,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 30,---,---,0.27-0.34,0.50-0.80,0.10-0.40,0.045,0.045,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 30 E 4,---,---,0.27-0.34,0.50-0.80,0.10-0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 30 M 2,---,---,0.27-0.34,0.50-0.80,0.10-0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 33 C,---,---,0.30-0.36,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-2:1995,C32D,1.0530,---,0.30-0.35,0.50-0.80,0.10-0.30,0.035,0.035,0.20,0.25,0.05,Cu 0.30; Al 0.01
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1034,---,G10340,0.32-0.38,0.50-0.80,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1035,---,G10350,0.32-0.38,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1037,---,G10370,0.32-0.38,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1035,---,G10350,0.32-0.38,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1035,---,G10350,0.32-0.38,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1037,---,G10350,0.32-0.38,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1035,---,G10350,0.32-0.38,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 35 C,---,---,0.32-0.38,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C36D2,1.1145,---,0.34-0.38,0.50-0.70,0.10-0.30,0.020,0.025,0.10,0.10,0.03,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C35E,1.1181,---,0.32-0.39,0.50-0.80,0.40,0.035,0.035,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C35R,1.1180,---,0.32-0.39,0.50-0.80,0.40,0.035,0.020-0.040,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-2:1991,C35,1.0501,---,0.32-0.39,0.50-0.80,0.40,0.045,0.045,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 35,---,---,0.32-0.39,0.50-0.80,0.10-0.40,0.045,0.045,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 35 E 4,---,---,0.32-0.39,0.50-0.80,0.10-0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 35 M 2,---,---,0.32-0.39,0.50-0.80,0.10-0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1038,---,G10380,0.35-0.42,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1038,---,G10380,0.35-0.42,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1038,---,G10380,0.35-0.42,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 38 C,---,---,0.35-0.41,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-2:1995,C38D,1.0516,---,0.35-0.40,0.50-0.80,0.10-0.30,0.035,0.035,0.20,0.25,0.05,Cu 0.30; Al 0.01
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C38D2,1.1150,---,0.36-0.40,0.50-0.70,0.10-0.30,0.020,0.025,0.10,0.10,0.03,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1039,---,G10390,0.37-0.44,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1040,---,G10400,0.37-0.44,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1040,---,G10400,0.37-0.44,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1039,---,G10390,0.37-0.44,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1040,---,G10400,0.37-0.44,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1039,---,G10400,0.37-0.44,0.70-1.00,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1040,---,G10400,0.37-0.43,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 40 C,---,---,0.37-0.43,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C40D2,1.1153,---,0.38-0.42,0.50-0.70,0.10-0.30,0.020,0.025,0.10,0.10,0.03,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C40E,1.1186,---,0.37-0.44,0.50-0.80,0.040,0.035,0.035,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C40R,1.1189,---,0.37-0.44,0.50-0.80,0.040,0.035,0.020-0.040,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-2:1991,C40,1.0511,---,0.37-0.44,0.50-0.80,0.040,0.045,0.045,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 40,---,---,0.37-0.44,0.50-0.80,0.10-0.40,0.045,0.045,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 40 E 4,---,---,0.37-0.44,0.50-0.80,0.10-0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 40 M 2,---,---,0.37-0.44,0.50-0.80,0.10-0.40,0.035,0.020-0.040,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1042,---,G10420,0.40-0.47,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1043,---,G10430,0.40-0.47,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1042,---,G10420,0.40-0.47,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1043,---,G10430,0.40-0.47,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1042,---,G10420,0.40-0.47,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1043,---,G10430,0.40-0.47,0.70-1.00,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 43 C,---,---,0.40-0.46,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-2:1995,C42D,1.0541,---,0.40-0.45,0.50-0.80,0.10-0.30,0.035,0.035,0.20,0.25,0.05,Cu 0.30; Al 0.01
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C42D2,1.1154,---,0.40-0.44,0.50-0.70,0.10-0.30,0.020,0.025,0.10,0.10,0.03,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1044,---,G10440,0.43-0.50,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1045,---,G10450,0.43-0.50,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 29/A 29M-03,1046,---,G10460,0.43-0.50,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 108-03,1045,---,G10450,0.43-0.50,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1044,---,G10440,0.43-0.50,0.30-0.60,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1045,---,G10450,0.43-0.50,0.60-0.90,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ASTM A 576-90b (2000),1046,---,G10460,0.43-0.50,0.70-1.00,---,0.040,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1044,---,G10440,0.43-0.50,0.30-0.60,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1045,---,G10450,0.43-0.50,0.60-0.90,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,SAE J403 NOV01,1046,---,G10460,0.43-0.50,0.70-1.00,---,0.030,0.050,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,JIS G 4051:1979,S 45 C,---,---,0.42-0.48,0.60-0.90,0.15-0.35,0.030,0.035,0.20,0.20,---,Cu 0.30; Ni+Cr 0.35
2.1 Chemical Composition of Carbon Steels for General Use,EN 10016-4:1995,C46D2,1.1162,---,0.44-0.48,0.50-0.70,0.10-0.30,0.020,0.025,0.10,0.10,0.03,Cu 0.15; Al 0.01; N 0.007
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C45E,1.1191,---,0.42-0.50,0.50-0.80,0.40,0.035,0.035,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-1:1991,C45R,1.1201,---,0.42-0.50,0.50-0.80,0.40,0.035,0.020-0.040,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,EN 10083-2:1991,C45,1.0503,---,0.42-0.50,0.50-0.80,0.40,0.045,0.045,0.40,0.40,0.10,Cr+Mo+Ni 0.63
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 45,---,---,0.42-0.50,0.50-0.80,0.10-0.40,0.045,0.045,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 45 E4,---,---,0.42-0.50,0.50-0.80,0.10-0.40,0.035,0.035,---,---,---,---
2.1 Chemical Composition of Carbon Steels for General Use,ISO 683-1:1987,C 45 M2,---,---,0.42-0.50,0.50-0.80,0.10-0.40,0.035,0.020-0.040,---,---,---,---
