Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.4.5A Chemical Composition of 3Cr-1Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 5 Div 1,---,---,---,---,0.17,0.30-0.60,0.50,0.030,0.030,2.75-3.25,---,0.90-1.10,---
4.4.5A Chemical Composition of 3Cr-1Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,"Grade 21, Class 1",---,K31545,---,---,0.05-0.15,0.30-0.60,0.50,0.035,0.035,2.75-3.25,---,0.90-1.10,---
4.4.5A Chemical Composition of 3Cr-1Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,"Grade 21 L, Class 1",---,,,,0.10,,,,,,,,
4.4.5A Chemical Composition of 3Cr-1Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,"Grade 21, Class 2",---,,,,0.05-0.05,,,,,,,,
4.4.5A Chemical Composition of 3Cr-1Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 5 Div 2,---,---,---,---,0.17,0.30-0.60,0.50,0.030,0.030,2.75-3.25,---,0.90-1.10,---
