Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),ASTM A 564/A 564M-02a,630,---,S17400,0.07,1.00,1.00,0.040,0.030,15.00-17.50,3.00-5.00,---,Cu 3.00-5.00; Cb+Ta 0.15-0.45
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),JIS G 4303:1998,SUS630,---,---,0.07,1.00,1.00,0.040,0.030,15.50-17.50,3.00-5.00,---,Cu 3.00-5.00; Nb 0.15-0.45
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),JIS G 4311:1991,SUS630,---,---,0.07,1.00,1.00,0.040,0.030,15.50-17.50,3.00-5.00,---,Cu 3.00-5.00; Nb 0.15-0.45
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),EN 10088-3:1995,X5CrNiCuNb16-4,1.4542,---,0.07,1.50,0.70,0.040,0.030,15.00-17.00,3.00-5.00,0.60,Cu 3.00-5.00; Nb 5 x C to 0.45
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),ASTM A 564/A 564M-02a,631,---,S17700,0.09,1.00,1.00,0.040,0.030,16.00-18.00,6.50-7.75,---,Al 0.75-1.50
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),JIS G 4303:1998,SUS631,---,---,0.09,1.00,1.00,0.040,0.030,16.00-18.00,6.5-7.75,---,Al 0.75-1.50
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),JIS G 4311:1991,SUS631,---,---,0.09,1.00,1.00,0.040,0.030,16.00-18.00,6.5-7.75,---,Al 0.75-1.50
8.2.4A Chemical Composition of Precipitation-Hardening Stainless Steels (Bar),EN 10088-3:1995,X7CrNiAl17-7,1.4568,---,0.09,1.00,0.70,0.040,0.015,16.00-18.00,6.50-7.80,---,Al 0.70-1.50
