Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,ISO 9328-3:1991,X 8 Ni 9,---,---,3 ≤ t ≤ 50,---,0.10,0.30-0.80,0.35,0.025,0.020,---,8.5-10.0,0.10,V 0.05
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,EN 10028-4:2003,X8Ni9,1.5662,---,---,---,0.10,0.30-0.80,0.35,0.020,0.010,---,8.50-10.00,0.10,V 0.05
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,EN 10028-4:2003,X7Ni9,1.5663,---,---,---,0.10,0.30-0.80,0.35,0.015,0.005,---,8.50-10.00,0.10,V 0.01
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,JIS G 3127:2000,SL9N520,---,---,6 ≤ t ≤ 50,---,0.12,0.90,0.30,0.025,0.025,---,8.50-9.50,---,---
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,ASTM A 353/A 353M-93 (1999),---,---,K81340,---,---,0.13,0.90,0.15-0.40,0.035,0.035,---,8.50-9.50,---,---
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,ASTM A 553/A 553M-95 (2000),Type I,---,K81340,---,---,0.13,0.90,0.15-0.40,0.035,0.035,---,8.50-9.50,---,---
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,ASTM A 553/A 553M-95 (2000),Type II,---,K71340,---,---,0.13,0.90,0.15-0.40,0.035,0.035,---,7.50-8.50,---,---
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,JIS G 3127:2000,SL9N590,---,---,6 ≤ t ≤ 50,---,0.12,0.90,0.30,0.025,0.025,---,8.50-9.50,---,---
4.5.6A Chemical Composition of 9Ni Alloy Steels for Pressure Vessel Plates,ASTM A 844/A 844M-93 (1999),---,---,K81340,---,---,0.13,0.90,0.15-0.40,0.020,0.020,---,8.50-9.50,---,---
