Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 4 Div 1,---,---,---,---,0.17,0.30-0.60,0.50,0.030,0.030,2.00-2.50,---,0.90-1.10,---
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,"Grade 22, Class 1",---,K21590,---,---,0.05-0.15,0.30-0.60,0.50,0.035,0.035,2.00-2.50,---,0.90-1.10,---
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,"Grade 22 L, Class 1",---,,,,0.10,,,,,,,,
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,EN 10028-2:2003,10CrMo9-10,1.7380,---,---,---,0.08-0.14,0.40-0.80,0.50,0.020,0.010,2.00-2.50,---,0.90-1.10,Cu 0.30; N 0.012
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,ISO 9328-2:1991,13 CrMo 9 10 T1,---,---,---,---,0.08-0.15,0.40-0.70,0.50,0.035,0.030,2.00-2.50,---,0.90-1.10,Cu 0.30
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,"Grade 22, Class 2",---,K21590,---,---,0.05-0.15,0.30-0.60,0.50,0.035,0.035,2.00-2.50,---,0.90-1.10,---
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 4 Div 2,---,---,---,---,0.17,0.30-0.60,0.50,0.030,0.030,2.00-2.50,---,0.90-1.10,---
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,ISO 9328-2:1991,13 CrMo 9 10 T2,---,---,---,---,0.08-0.15,0.40-0.70,0.50,0.035,0.030,2.00-2.50,---,0.90-1.10,Cu 0.30
4.4.4A Chemical Composition of 2.25Cr-1Mo Alloy Steels for Pressure Vessel Plates,JIS G 4110:1993,SCMQ4E,---,---,---,---,0.17,0.30-0.60,0.50,0.015,0.015,2.00-2.50,---,0.90-1.10,V 0.03
