Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,ASTM A 182/A 182M-02,F 347,---,S34700,0.08,2.00,1.00,0.045,0.030,17.0-20.0,9.0-13.0,---,Cb 10 x C to 1.10
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,ASTM A 473-01,347,---,S34700,0.08,2.00,1.00,0.045,0.030,17.0-20.0,9.0-13.0,---,Cb 10 x C to 1.10
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,ASTM A 965/A 965M-02,F 347,---,S34700,0.08,2.00,1.00,0.045,0.030,17.0-20.0,9.0-13.0,---,Cb 10 x C to 1.10
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,JIS G 3214:1991,SUS F 347,---,---,0.08,2.00,1.00,0.040,0.030,17.00-20.00,9.00-13.00,---,Nb 10 x C to 1.00
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,EN 10222-5:1999,X7CrNiNb18-10,1.4912,---,0.04-0.10,2.00,1.00,0.045,0.015,17.00-19.00,9.00-12.00,---,Nb 10 x C to 1.20
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,ISO 9327-5:1999,X7CrNiNb18-10,---,---,0.04-0.10,2.00,1.00,0.045,0.030,17.00-19.00,9.00-12.00,---,Nb 10 x C to 1.20
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,ASTM A 182/A 182M-02,F 347H,---,S34709,0.04-0.10,2.00,1.00,0.045,0.030,17.0-20.0,9.0-13.0,---,Cb 8 x C to 1.10
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,JIS G 3214:1991,SUS F 347H,---,---,0.04-0.10,2.00,1.00,0.040,0.030,17.00-20.00,9.00-13.00,---,Nb 8 x C to 1.00
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,ISO 9327-5:1999,X2NiCrMoCu25-20-5,---,---,0.025,2.00,1.00,0.030,0.020,19.00-21.00,24.00-27.00,4.00-5.00,Cu 1.00-2.00; N 0.15
6.3.3A Chemical Composition of Austenitic Stainless Steel Forgings,EN 10250-4:1999,X1NiCrMoCu25-20-5,1.4539,---,0.020,2.00,0.70,0.030,0.010,19.00-21.00,24.00-26.00,4.00-5.00,Cu 1.20-2.00; N 0.15
