Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.5.3A Chemical Composition of 2.25Ni Alloy Steels for Pressure Vessel Plates,JIS G 3127:2000,SL2N255,---,---,6 ≤ t ≤ 50,---,0.17,0.70,0.30,0.025,0.025,---,2.10-2.50,---,---
4.5.3A Chemical Composition of 2.25Ni Alloy Steels for Pressure Vessel Plates,ASTM A 203/A 203M-97 (2003),A,---,K21703,≤ 50,≤ 2,0.17,0.70,0.15-0.40,0.035,0.035,---,2.10-2.50,---,---
4.5.3A Chemical Composition of 2.25Ni Alloy Steels for Pressure Vessel Plates,ASTM A 203/A 203M-97 (2003),,,,50 < t ≤ 100,2 < t ≤ 4,0.20,0.80,0.15-0.40,0.035,0.035,---,2.10-2.50,---,---
4.5.3A Chemical Composition of 2.25Ni Alloy Steels for Pressure Vessel Plates,ASTM A 203/A 203M-97 (2003),,,,> 100,> 4,0.23,0.80,0.15-0.40,0.035,0.035,---,2.10-2.50,---,---
4.5.3A Chemical Composition of 2.25Ni Alloy Steels for Pressure Vessel Plates,ASTM A 203/A 203M-97 (2003),B,---,K22103,≤ 50,≤ 2,0.21,0.70,0.15-0.40,0.035,0.035,---,2.10-2.50,---,---
4.5.3A Chemical Composition of 2.25Ni Alloy Steels for Pressure Vessel Plates,ASTM A 203/A 203M-97 (2003),,,,50 < t ≤ 100,2 < t ≤ 4,0.24,0.80,0.15-0.40,0.035,0.035,---,2.10-2.50,---,---
4.5.3A Chemical Composition of 2.25Ni Alloy Steels for Pressure Vessel Plates,ASTM A 203/A 203M-97 (2003),,,,> 100,> 4,0.25,0.80,0.15-0.40,0.035,0.035,---,2.10-2.50,---,---
