Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.5.2A Chemical Composition of 1.25Ni Alloy Steels for Pressure Vessel Plates,EN 10028-4:2003,15NiMn6,1.6228,---,---,---,0.18,0.80-1.50,0.35,0.025,0.015,---,1.30-1.70,---,V 0.05
4.5.2A Chemical Composition of 1.25Ni Alloy Steels for Pressure Vessel Plates,ISO 9328-3:1991,15 NiMn 6,---,---,3 ≤ t ≤ 50,---,0.18,0.80-1.50,0.35,0.025,0.020,---,1.30-1.70,---,V 0.05
