Section,Standard Designation,"Grade, Class, Type, Symbol, or Name",Steel Number,UNS Number,"Section Thickness t, mm","t, in.",C,Mn,Si,P,S,Cr,Ni,Mo,Others
4.4.2A Chemical Composition of 1Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,Grade 12 Class 1,---,K11757,---,---,0.05-0.17,0.40-0.65,0.15-0.40,0.035,0.035,0.80-1.15,---,0.45-0.60,---
4.4.2A Chemical Composition of 1Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 2 Div 1,---,---,---,---,0.17,0.40-0.65,0.40,0.030,0.030,0.80-1.15,---,0.45-0.60,---
4.4.2A Chemical Composition of 1Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,ASTM A 387/A 387M-03,"Grade 12, Class 2",---,K11757,---,---,0.05-0.17,0.40-0.65,0.15-0.40,0.035,0.035,0.80-1.15,---,0.45-0.60,---
4.4.2A Chemical Composition of 1Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,JIS G 4109:1987,SCMV 2 Div 2,---,---,---,---,0.17,0.40-0.65,0.40,0.030,0.030,0.80-1.15,---,0.45-0.60,---
4.4.2A Chemical Composition of 1Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,EN 10028-2:2003,13CrMo4-5,1.7335,---,---,---,0.08-0.18,0.40-1.00,0.35,0.025,0.010,0.70-1.15,---,0.40-0.60,Cu 0.30; N 0.012
4.4.2A Chemical Composition of 1Cr-1/2Mo Alloy Steels for Pressure Vessel Plates,ISO 9328-2:1991,14 CrMo 4 5,---,---,---,---,0.08-0.18,0.40-1.00,0.35,0.035,0.030,0.70-1.15,---,0.40-0.60,Cu 0.30
